chr1	6438973	6439000	9	0	7.286420
chr1	6448207	6448226	11	0	8.743705
chr1	7037533	7037540	14	0	10.929631
chr1	7441814	7441815	9	0	7.286420
chr1	7722807	7722839	9	0	7.286420
chr1	9428371	9428390	13	0	10.200989
chr1	9894478	9894498	15	0	11.658273
chr1	10218301	10218303	8	0	6.557778
chr1	11263254	11263261	16	0	12.386915
chr1	11486994	11487042	14	0	10.929631
chr1	12011179	12011204	8	0	6.557778
chr1	12677448	12677451	9	0	7.286420
chr1	12729937	12729940	17	0	13.115557
chr1	13045073	13045090	9	0	7.286420
chr1	13923734	13923786	13	0	10.200989
chr1	14277631	14277661	11	0	8.743705
chr1	14297940	14297958	11	0	8.743705
chr1	15776972	15776977	14	1	5.464815
chr1	16115331	16115344	22	0	16.758767
chr1	17968066	17968068	9	0	7.286420
chr1	19230017	19230026	14	0	10.929631
chr1	19784627	19784730	9	0	7.286420
chr1	20852718	20852734	8	0	6.557778
chr1	24632062	24632064	9	0	7.286420
chr1	31178382	31178406	10	0	8.015062
chr1	33566523	33566552	8	0	6.557778
chr1	34048373	34048392	9	0	7.286420
chr1	34084855	34084873	9	0	7.286420
chr1	34204478	34204512	8	0	6.557778
chr1	35060323	35060335	17	1	6.557778
chr1	35177422	35177429	17	0	13.115557
chr1	35642538	35642563	14	0	10.929631
chr1	35889025	35889041	15	0	11.658273
chr1	35940499	35940566	8	0	6.557778
chr1	35958442	35958444	19	0	14.572841
chr1	36005762	36005770	9	0	7.286420
chr1	36196213	36196229	14	1	5.464815
chr1	36313696	36313706	13	1	5.100494
chr1	36927186	36927196	11	0	8.743705
chr1	36930510	36930517	19	1	7.286420
chr1	36993896	36993909	8	0	6.557778
chr1	39067360	39067374	8	0	6.557778
chr1	39251195	39251199	8	0	6.557778
chr1	39473056	39473077	14	1	5.464815
chr1	39868395	39868395	9	0	7.286420
chr1	41085303	41085318	13	0	10.200989
chr1	42003240	42003251	27	0	20.401977
chr1	43133195	43133215	13	0	10.200989
chr1	43515766	43515807	9	0	7.286420
chr1	44836368	44836383	8	0	6.557778
chr1	45302781	45302781	9	0	7.286420
chr1	45304311	45304418	8	0	6.557778
chr1	51480754	51480763	12	0	9.472347
chr1	51876285	51876319	11	0	8.743705
chr1	52058406	52058410	14	1	5.464815
chr1	52063857	52063867	8	0	6.557778
chr1	52808944	52808949	14	0	10.929631
chr1	52898233	52898234	24	1	9.108026
chr1	53768498	53768506	12	0	9.472347
chr1	55075652	55075680	10	0	8.015062
chr1	56569065	56569118	10	0	8.015062
chr1	56789214	56789237	14	0	10.929631
chr1	56883174	56883198	14	0	10.929631
chr1	57556767	57556776	10	0	8.015062
chr1	57975765	57975790	8	0	6.557778
chr1	58389956	58389957	9	0	7.286420
chr1	58452006	58452026	14	0	10.929631
chr1	58515197	58515205	19	0	14.572841
chr1	58530977	58530989	8	0	6.557778
chr1	59321221	59321226	22	1	8.379384
chr1	59367951	59367955	18	0	13.844199
chr1	59608123	59608166	10	0	8.015062
chr1	60377218	60377227	8	0	6.557778
chr1	60795612	60795643	9	0	7.286420
chr1	62116153	62116160	11	0	8.743705
chr1	62332671	62332704	9	0	7.286420
chr1	62635555	62635564	8	0	6.557778
chr1	63111075	63111078	13	0	10.200989
chr1	63134778	63134787	11	0	8.743705
chr1	64239982	64239990	8	0	6.557778
chr1	64467099	64467150	9	0	7.286420
chr1	64975281	64975298	15	0	11.658273
chr1	66894289	66894317	11	0	8.743705
chr1	67903552	67903556	13	0	10.200989
chr1	69801146	69801175	8	0	6.557778
chr1	70740133	70740169	9	0	7.286420
chr1	70843587	70843601	8	0	6.557778
chr1	71036209	71036234	8	0	6.557778
chr1	71502244	71502256	9	0	7.286420
chr1	72147273	72147285	8	0	6.557778
chr1	72159641	72159646	14	0	10.929631
chr1	72162378	72162384	36	0	26.959756
chr1	72176098	72176124	14	0	10.929631
chr1	72177542	72177553	11	0	8.743705
chr1	72188511	72188515	26	2	6.557778
chr1	72272689	72272747	8	0	6.557778
chr1	72510746	72510755	13	1	5.100494
chr1	73434073	73434073	11	0	8.743705
chr1	73576181	73576202	9	0	7.286420
chr1	74112985	74112996	9	0	7.286420
chr1	74320130	74320141	12	0	9.472347
chr1	74441176	74441178	13	0	10.200989
chr1	74521328	74521329	9	0	7.286420
chr1	74758083	74758093	18	0	13.844199
chr1	74784688	74784693	10	0	8.015062
chr1	74960358	74960390	8	0	6.557778
chr1	75200713	75200727	9	0	7.286420
chr1	75326425	75326447	11	0	8.743705
chr1	75442868	75442873	8	0	6.557778
chr1	77336094	77336102	24	0	18.216051
chr1	77337190	77337194	13	0	10.200989
chr1	77380200	77380205	23	0	17.487409
chr1	78003216	78003231	20	1	7.650741
chr1	78112013	78112020	8	0	6.557778
chr1	78536864	78536867	30	0	22.587903
chr1	79655109	79655155	12	0	9.472347
chr1	80116671	80116678	16	0	12.386915
chr1	80220276	80220291	8	0	6.557778
chr1	80282724	80282727	13	0	10.200989
chr1	84056255	84056288	20	0	15.301483
chr1	84212199	84212277	8	0	6.557778
chr1	84575326	84575361	8	0	6.557778
chr1	84718570	84718570	11	0	8.743705
chr1	84740040	84740041	10	0	8.015062
chr1	87843135	87843145	8	0	6.557778
chr1	88019179	88019218	9	0	7.286420
chr1	88140601	88140619	42	1	15.665804
chr1	88142265	88142274	24	0	18.216051
chr1	88318674	88318679	13	0	10.200989
chr1	88359395	88359407	9	0	7.286420
chr1	88418215	88418223	19	0	14.572841
chr1	89057805	89057805	9	0	7.286420
chr1	89061874	89061915	9	0	7.286420
chr1	89113786	89113799	10	0	8.015062
chr1	89145118	89145140	13	0	10.200989
chr1	90086864	90086868	8	0	6.557778
chr1	90755550	90755556	9	0	7.286420
chr1	90795421	90795439	8	0	6.557778
chr1	91891399	91891491	8	0	6.557778
chr1	94262777	94262782	15	0	11.658273
chr1	95173932	95173940	8	0	6.557778
chr1	95308480	95308484	8	0	6.557778
chr1	97584588	97584637	8	0	6.557778
chr1	98577332	98577403	8	0	6.557778
chr1	99917018	99917032	11	0	8.743705
chr1	103584903	103584922	15	0	11.658273
chr1	106898748	106898758	9	0	7.286420
chr1	107999141	107999169	18	0	13.844199
chr1	110376415	110376454	9	0	7.286420
chr1	112618282	112618291	14	1	5.464815
chr1	115787010	115787075	8	0	6.557778
chr1	118882557	118882569	9	0	7.286420
chr1	120216443	120216486	10	0	8.015062
chr1	120284796	120284802	8	0	6.557778
chr1	120286729	120286732	13	0	10.200989
chr1	120453151	120453159	19	0	14.572841
chr1	120475738	120475756	17	1	6.557778
chr1	120876669	120876731	13	0	10.200989
chr1	120903713	120903718	14	1	5.464815
chr1	120985020	120985029	33	0	24.773829
chr1	121132901	121132914	8	0	6.557778
chr1	121175447	121175484	12	0	9.472347
chr1	121176214	121176236	17	1	6.557778
chr1	121216346	121216400	21	1	8.015062
chr1	121281422	121281427	21	0	16.030125
chr1	121462498	121462518	12	0	9.472347
chr1	121880583	121880602	8	0	6.557778
chr1	122182134	122182135	11	0	8.743705
chr1	122471950	122471976	8	0	6.557778
chr1	122587177	122587186	9	0	7.286420
chr1	122914907	122914907	26	0	19.673335
chr1	123246830	123246833	13	0	10.200989
chr1	124435124	124435125	15	0	11.658273
chr1	127263445	127263449	11	0	8.743705
chr1	127291311	127291326	8	0	6.557778
chr1	127956871	127956885	29	0	21.859261
chr1	128708534	128708574	11	0	8.743705
chr1	129601578	129601581	9	0	7.286420
chr1	129732548	129732587	8	0	6.557778
chr1	133717860	133717871	13	0	10.200989
chr1	134028597	134028610	14	0	10.929631
chr1	134049922	134049925	79	1	29.145682
chr1	134115970	134115974	8	0	6.557778
chr1	134245017	134245029	11	0	8.743705
chr1	134298773	134298779	12	0	9.472347
chr1	134678566	134678595	24	1	9.108026
chr1	134706661	134706663	13	0	10.200989
chr1	135191247	135191253	10	0	8.015062
chr1	135225272	135225281	19	1	7.286420
chr1	135488404	135488413	9	0	7.286420
chr1	135510985	135510993	10	0	8.015062
chr1	135617497	135617534	8	0	6.557778
chr1	136317501	136317527	12	0	9.472347
chr1	136351650	136351664	21	0	16.030125
chr1	136778827	136778830	8	0	6.557778
chr1	137160647	137160654	26	0	19.673335
chr1	137324360	137324367	16	1	6.193457
chr1	137327057	137327064	8	0	6.557778
chr1	137448824	137448828	21	0	16.030125
chr1	137493528	137493576	23	2	5.829136
chr1	137735250	137735274	9	0	7.286420
chr1	138386929	138386938	9	0	7.286420
chr1	138487120	138487120	10	0	8.015062
chr1	138512555	138512573	10	0	8.015062
chr1	138696209	138696218	10	0	8.015062
chr1	139195159	139195187	18	0	13.844199
chr1	140420468	140420554	8	0	6.557778
chr1	140665429	140665449	8	0	6.557778
chr1	141311214	141311214	13	1	5.100494
chr1	142062053	142062058	8	0	6.557778
chr1	142245863	142245867	8	0	6.557778
chr1	142251467	142251554	8	0	6.557778
chr1	145496342	145496364	11	0	8.743705
chr1	152259235	152259315	8	0	6.557778
chr1	152260726	152260795	8	0	6.557778
chr1	152755673	152755675	8	0	6.557778
chr1	152982509	152982523	8	0	6.557778
chr1	153612135	153612144	8	0	6.557778
chr1	153832873	153832874	35	0	26.231114
chr1	154335573	154335586	9	0	7.286420
chr1	154665210	154665212	8	0	6.557778
chr1	154736229	154736237	12	0	9.472347
chr1	154800048	154800050	13	1	5.100494
chr1	154858437	154858469	9	0	7.286420
chr1	155352526	155352537	14	1	5.464815
chr1	155842998	155843052	9	0	7.286420
chr1	157498830	157498853	9	0	7.286420
chr1	158505409	158505413	9	0	7.286420
chr1	158775649	158775670	9	0	7.286420
chr1	158798185	158798293	10	0	8.015062
chr1	158834804	158834810	9	0	7.286420
chr1	159295797	159295797	10	0	8.015062
chr1	160193000	160193086	8	0	6.557778
chr1	162146877	162146890	10	0	8.015062
chr1	163216484	163216499	9	0	7.286420
chr1	163647480	163647481	9	0	7.286420
chr1	163805954	163805954	10	0	8.015062
chr1	164407127	164407128	9	0	7.286420
chr1	165856666	165856669	12	0	9.472347
chr1	166331137	166331157	11	0	8.743705
chr1	167971903	167971924	13	0	10.200989
chr1	167979172	167979187	9	0	7.286420
chr1	168001446	168001449	46	1	17.123088
chr1	168930402	168930412	14	0	10.929631
chr1	169121606	169121612	9	0	7.286420
chr1	169145304	169145341	8	0	6.557778
chr1	169285423	169285454	10	0	8.015062
chr1	169334834	169334890	8	0	6.557778
chr1	172314509	172314533	17	1	6.557778
chr1	172726155	172726204	10	0	8.015062
chr1	173106978	173107006	11	0	8.743705
chr1	173247891	173247905	10	0	8.015062
chr1	173308300	173308319	15	0	11.658273
chr1	174146883	174146895	12	0	9.472347
chr1	174160209	174160244	18	1	6.922099
chr1	174255073	174255091	16	0	12.386915
chr1	178471046	178471064	12	0	9.472347
chr1	178481069	178481079	8	0	6.557778
chr1	180155092	180155134	8	0	6.557778
chr1	180174945	180174954	15	0	11.658273
chr1	180197541	180197603	10	0	8.015062
chr1	180687455	180687461	23	0	17.487409
chr1	181060540	181060543	17	0	13.115557
chr1	181383123	181383124	10	0	8.015062
chr1	182317292	182317317	11	0	8.743705
chr1	182687476	182687478	14	0	10.929631
chr1	182725502	182725503	26	0	19.673335
chr1	182726668	182726725	10	0	8.015062
chr1	182740805	182740852	9	0	7.286420
chr1	182761624	182761626	42	0	31.331608
chr1	182770544	182770545	60	1	22.223582
chr1	182980888	182980973	9	0	7.286420
chr1	183579178	183579224	8	0	6.557778
chr1	183790392	183790405	14	0	10.929631
chr1	183877401	183877411	9	0	7.286420
chr1	183940335	183940353	10	0	8.015062
chr1	183961192	183961234	8	0	6.557778
chr1	183999900	183999998	8	0	6.557778
chr1	184018608	184018653	9	0	7.286420
chr1	184028028	184028044	13	1	5.100494
chr1	186806127	186806128	9	0	7.286420
chr1	186904856	186904886	10	0	8.015062
chr1	188211479	188211482	21	0	16.030125
chr1	188623811	188623853	11	0	8.743705
chr1	190340642	190340676	9	0	7.286420
chr1	190555145	190555157	13	0	10.200989
chr1	192715056	192715115	8	0	6.557778
chr1	192731009	192731020	15	0	11.658273
chr1	192763560	192763639	9	0	7.286420
chr1	193276667	193276681	8	0	6.557778
chr1	194446415	194446430	15	0	11.658273
chr1	194535552	194535558	8	0	6.557778
chr1	196701958	196701982	9	0	7.286420
chr1	196877480	196877488	8	0	6.557778
chr2	3336355	3336368	8	0	6.557778
chr2	4139282	4139284	12	0	9.472347
chr2	4799908	4799921	8	0	6.557778
chr2	4995533	4995535	14	0	10.929631
chr2	5274512	5274545	8	0	6.557778
chr2	5569422	5569436	8	0	6.557778
chr2	5874847	5874883	8	0	6.557778
chr2	6291722	6291736	14	1	5.464815
chr2	9361124	9361124	28	0	21.130619
chr2	9998304	9998318	8	0	6.557778
chr2	10178178	10178188	10	0	8.015062
chr2	10236405	10236433	23	1	8.743705
chr2	11089866	11089912	8	0	6.557778
chr2	11359349	11359425	9	0	7.286420
chr2	11521090	11521121	10	0	8.015062
chr2	17851201	17851226	12	0	9.472347
chr2	17861016	17861070	12	0	9.472347
chr2	17907043	17907048	33	2	8.257943
chr2	18604741	18604762	11	0	8.743705
chr2	19151690	19151701	9	0	7.286420
chr2	19379883	19379896	25	0	18.944693
chr2	20512128	20512151	12	0	9.472347
chr2	20512958	20512968	15	0	11.658273
chr2	20572955	20572956	16	0	12.386915
chr2	20697641	20697654	8	0	6.557778
chr2	21310732	21310754	13	0	10.200989
chr2	21881917	21881939	14	1	5.464815
chr2	22890035	22890059	9	0	7.286420
chr2	24584074	24584153	8	0	6.557778
chr2	24732636	24732640	14	0	10.929631
chr2	24734373	24734383	40	1	14.937162
chr2	24784593	24784593	9	0	7.286420
chr2	25002715	25002722	35	1	13.115557
chr2	25154557	25154583	8	0	6.557778
chr2	25396862	25396909	8	0	6.557778
chr2	25962309	25962346	8	0	6.557778
chr2	26264984	26264990	10	0	8.015062
chr2	26280480	26280578	8	0	6.557778
chr2	26326154	26326165	22	0	16.758767
chr2	26462219	26462219	8	0	6.557778
chr2	26725073	26725087	10	0	8.015062
chr2	27362220	27362247	8	0	6.557778
chr2	27467060	27467060	10	0	8.015062
chr2	28463019	28463053	9	0	7.286420
chr2	28581603	28581608	8	0	6.557778
chr2	28738223	28738229	10	0	8.015062
chr2	28943163	28943164	61	0	45.175807
chr2	29374337	29374338	13	1	5.100494
chr2	29379559	29379590	11	0	8.743705
chr2	29453746	29453746	59	0	43.718523
chr2	29513703	29513743	8	0	6.557778
chr2	29530446	29530446	9	0	7.286420
chr2	29551684	29551690	10	0	8.015062
chr2	29642590	29642596	26	0	19.673335
chr2	29657763	29657771	13	1	5.100494
chr2	29884074	29884084	15	0	11.658273
chr2	29884800	29884804	10	0	8.015062
chr2	29941848	29941921	12	0	9.472347
chr2	30263863	30263938	9	0	7.286420
chr2	30601251	30601259	8	0	6.557778
chr2	30638551	30638552	19	1	7.286420
chr2	30707051	30707053	37	2	9.229466
chr2	30764916	30764957	8	0	6.557778
chr2	30774191	30774200	19	0	14.572841
chr2	30986066	30986066	17	1	6.557778
chr2	31061135	31061141	11	0	8.743705
chr2	31393971	31394026	8	0	6.557778
chr2	31563891	31563966	12	0	9.472347
chr2	31601543	31601546	8	0	6.557778
chr2	31607317	31607362	12	0	9.472347
chr2	31984293	31984316	12	0	9.472347
chr2	32682977	32682984	12	0	9.472347
